ID,Customer.Code,Sentimental.Score,text
9855,15008493,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9856,15005024,0,RT @BeyondTheBantr: @PatriotismCosts @MaryHill387 @musser_benson @beastsaver @ConservaPeach @adomantholdings @nadiaskin1 @ourkidz3 @laserha…
9857,15003688,0,RT @BeyondTheBantr: @PatriotismCosts @MaryHill387 @musser_benson @beastsaver @ConservaPeach @adomantholdings @nadiaskin1 @ourkidz3 @laserha…
9858,15001882,0,RT @PatriotismCosts: @BeyondTheBantr @MaryHill387 @musser_benson @beastsaver @ConservaPeach @adomantholdings @nadiaskin1 @ourkidz3 @laserha…
9859,15007481,2,RT @UNC_Bears: Breezy made it look easy when she won the @WellsFargo Chucks for Bucks at today's @UNCBearsWBB game! See you again on Monday…
9860,15006237,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9861,15007666,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9862,15004723,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9863,15005612,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9864,15006876,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9865,15002119,0,"RT @musser_benson: Foreclosure mills started in Florida with Marshall Watson handling,ALL (millions) of the foreclosures&amp; Fraud docs for @W…"
9866,15007406,0,RT @CathyPe78176224: @MaryHill387 @ShannonKetcher2 @musser_benson @ourkidz3 @truthsearch1957 @Din_SFLA @DeboraDeMAGA @Isabel1170 @DeadlyCle…
9867,15009959,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9868,15008529,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9869,15007844,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9870,15003023,-1,"RT @WFB_Fraud: A guide for what to do as a @WellsFargo fraud victim, and how the @CFPB and @USOCC can help you. https://t.co/yBGioRfD7Z"
9871,15002879,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9872,15009219,0,"RT @SenWarren: Of course, we can’t forget the most recent @WellsFargo scandal that took place right under Tim Sloan’s nose. The bank has be…"
9873,15001729,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9874,15004555,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9875,15008700,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9876,15000438,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9877,15007346,0,"Wow @BMO has a Money Market rate @ 1.9%, VS @WellsFargo  @ .02 % closing all 3 of my  account tomorrow and moving t… https://t.co/zFM1aK5CDd"
9878,15004746,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9879,15000149,1,RT @FGCU_Baseball: #EaglesWin! Final presented by @WellsFargo | The Eagles take the series  finale to win the weekend two games to one over…
9880,15005029,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9881,15002048,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9882,15005651,0,RT @musser_benson: @ConservaPeach @beastsaver @adomantholdings @nadiaskin1 @ourkidz3 @laserhaas01 @CathyPe78176224 @Isabel1170 @BeyondTheBa…
9883,15003267,0,RT @PatriotismCosts: @laserhaas01 @BeyondTheBantr @MaryHill387 @musser_benson @beastsaver @ConservaPeach @adomantholdings @nadiaskin1 @ourk…
9884,15003661,0,RT @PatriotismCosts: @laserhaas01 @BeyondTheBantr @MaryHill387 @musser_benson @beastsaver @ConservaPeach @adomantholdings @nadiaskin1 @ourk…
9885,15000119,1,RT @FGCU_Baseball: #EaglesWin! Final presented by @WellsFargo | The Eagles take the series  finale to win the weekend two games to one over…
9886,15001979,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9887,15002972,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9888,15003051,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9889,15007217,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9890,15008478,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9891,15003942,1,"@ZagMBB @WellsFargo W is a W....but gents, you're better than the last 2 games have shown. Play your game...dont le… https://t.co/QmXzQh2MXH"
9892,15002198,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9893,15001083,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9894,15002960,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9895,15008378,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9896,15000065,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9897,15000925,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9898,15001753,0,RT @PatriotismCosts: @laserhaas01 @BeyondTheBantr @MaryHill387 @musser_benson @beastsaver @ConservaPeach @adomantholdings @nadiaskin1 @ourk…
9899,15000074,0,RT @PatriotismCosts: @BeyondTheBantr @laserhaas01 @MaryHill387 @musser_benson @beastsaver @ConservaPeach @adomantholdings @nadiaskin1 @ourk…
9900,15007610,0,@PatriotismCosts @musser_benson @MaryHill387 @BeyondTheBantr @beastsaver @ConservaPeach @adomantholdings… https://t.co/GYRwJVu0SR
9901,15005494,0,RT @Isabel1170: @CathyPe78176224 @musser_benson @ourkidz3 @truthsearch1957 @Din_SFLA @DeboraDeMAGA @DeadlyClear @endforeclosuren @WFB_Fraud…
9902,15006254,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9903,15007286,0,RT @CathyPe78176224: @musser_benson @ourkidz3 @truthsearch1957 @Din_SFLA @DeboraDeMAGA @Isabel1170 @DeadlyClear @endforeclosuren @WFB_Fraud…
9904,15007795,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9905,15001059,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9906,15003359,1,RT @FGCU_Baseball: #EaglesWin! Final presented by @WellsFargo | The Eagles take the series  finale to win the weekend two games to one over…
9907,15000185,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9908,15007817,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9909,15009419,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9910,15005564,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9911,15004498,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9912,15007823,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9913,15005432,0,RT @DeadlyClear: @DeboraDeMAGA @MaryHill387 @Isabel1170 @CathyPe78176224 @musser_benson @ourkidz3 @truthsearch1957 @Din_SFLA @endforeclosur…
9914,15008685,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9915,15006085,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9916,15000343,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9917,15000298,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9918,15000716,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9919,15008153,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9920,15009253,1,RT @FGCU_Baseball: #EaglesWin! Final presented by @WellsFargo | The Eagles take the series  finale to win the weekend two games to one over…
9921,15006885,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9922,15003092,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9923,15006877,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9924,15003935,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9925,15007469,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9926,15003620,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9927,15006122,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9928,15004813,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9929,15006404,-2,"RT @WellsFargo: We’re experiencing system issues due to a power shutdown at one of our facilities, initiated after smoke was detected follo…"
9930,15002176,0,Thank you @ChrisZepeda07 and @WellsFargo https://t.co/43uuCIgmFa
9931,15009992,1,RT @FGCU_Baseball: #EaglesWin! Final presented by @WellsFargo | The Eagles take the series  finale to win the weekend two games to one over…
9932,15002595,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9933,15008484,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9934,15009961,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9935,15007603,1,RT @FGCU_Baseball: #EaglesWin! Final presented by @WellsFargo | The Eagles take the series  finale to win the weekend two games to one over…
9936,15006422,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9937,15007947,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9938,15006824,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9939,15005641,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9940,15004059,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9941,15009566,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9942,15004335,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9943,15003339,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9944,15008923,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9945,15001095,-1,Lmao how much Spanish do you need to know to be able to read numbers?? Just racist and dumb... good job @WellsFargo https://t.co/q5KWkfa2js
9946,15008577,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9947,15006598,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9948,15007496,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9949,15004557,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9950,15008131,0,RT @CaucasianJames: @BleacherReport @WellsFargo i just wanna see the real dunk man
9951,15005715,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9952,15004115,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9953,15002528,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9954,15008656,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9955,15006152,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9956,15008284,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9957,15003545,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9958,15001115,-1,RT @SenWarren: A bank teller who takes a few 20s from the bank is looking at serious jail time. But the @WellsFargo CEO can cheat millions…
9959,15008210,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9960,15006384,-1,"RT @MarlenaFitz: 1/2) My sister finally received her check for damages of #HurricaneMaria. She lives in Atlanta, but her apartment in #Puer…"
9961,15004166,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9962,15008697,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9963,15001801,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9964,15001675,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9965,15004021,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9966,15004082,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9967,15008688,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9968,15006256,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9969,15004562,-1,"RT @Darla_Marlene: No employee should be fired for pointing out illegal actions . 
@wellsfargo
@SenateBanking https://t.co/0yOHx9tU5C"
9970,15000940,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9971,15006572,-1,"No employee should be fired for pointing out illegal actions . 
@wellsfargo
@SenateBanking https://t.co/0yOHx9tU5C"
9972,15001238,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9973,15000970,1,RT @FGCU_Baseball: #EaglesWin! Final presented by @WellsFargo | The Eagles take the series  finale to win the weekend two games to one over…
9974,15004380,-1,RT @OhThatsKiara: Dear @WellsFargo every purchase is not fraud sincerely someone’s card you always lock after every fucking purchase. <U+0001F612>
9975,15004112,-1,"RT @MarlenaFitz: 1/2) My sister finally received her check for damages of #HurricaneMaria. She lives in Atlanta, but her apartment in #Puer…"
9976,15007504,-3,@WellsFargo $50 overdraft fee is fucking bullshit and I hate you
9977,15005596,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9978,15009118,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9979,15005188,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9980,15001649,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9981,15005062,-1,"Re/max agents stealing homes across America . 
@wellsfargo even took Celeste kniess listing down since they didn't… https://t.co/SgjBuEvkkT"
9982,15006990,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9983,15009163,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9984,15007055,0,Time to give your money a raise with @WellsFargo ! Talk to a banker about the Platinum Saving Account 2.10% and Fix… https://t.co/Q8DnAXr42U
9985,15009932,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9986,15000611,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9987,15002054,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9988,15007029,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9989,15003448,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9990,15007544,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9991,15003838,1,RT @FGCU_Baseball: #EaglesWin! Final presented by @WellsFargo | The Eagles take the series  finale to win the weekend two games to one over…
9992,15002828,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9993,15001510,0,RT @Legalator: @WFB_Fraud @WellsFargo @CFPB @USOCC @CFPB are You Joking<U+0001F602><U+0001F602> been there done that 2009/14. Complaints to: @cfpb @SEC_Enforceme…
9994,15004723,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9995,15001566,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9996,15000357,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9997,15000212,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9998,15001317,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
9999,15001486,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10000,15007580,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10001,15004105,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10002,15004188,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10003,15004790,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10004,15006349,1,"RT @WFB_Fraud: If @WellsFargo shut their doors, liquidated their assets, they could afford to buy houses for 10 million families, many of w…"
10005,15007398,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10006,15006118,-1,@BleacherReport @WellsFargo Lame as hell lmao
10007,15003131,2,"RT @hfuw: Thank you @WellsFargo,  and a special thank you to our board chair John Pisan, for your support of our community and @UnitedWay!…"
10008,15001979,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10009,15008792,0,RT @CaucasianJames: @BleacherReport @WellsFargo i just wanna see the real dunk man
10010,15003794,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10011,15005688,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10012,15005947,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10013,15001899,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10014,15007179,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10015,15004536,-2,"RT @altochulo: <U+0001F6A8>For those unsure re the border deal, here’s priv. prison giant @GEOGroup crowing it’ll boost their bottom line. This bad de…"
10016,15001917,-1,"RT @FGCU_MTEN: Final presented by @WellsFargo sees the Eagles knock off the ASUN preseason favorites at the Nest! 

#WingsUp https://t.co/b…"
10017,15009848,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10018,15009732,1,RT @FGCU_Baseball: #EaglesWin! Final presented by @WellsFargo | The Eagles take the series  finale to win the weekend two games to one over…
10019,15004596,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10020,15009818,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10021,15009098,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10022,15002492,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10023,15006610,1,#EaglesWin! Final presented by @WellsFargo | The Eagles take the series  finale to win the weekend two games to one… https://t.co/rRMY7JUUdR
10024,15002356,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10025,15002039,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10026,15009608,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10027,15003244,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10028,15007413,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10029,15003859,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10030,15009518,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10031,15001212,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10032,15004939,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10033,15003732,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10034,15000292,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10035,15007143,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10036,15008855,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10037,15005228,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10038,15001400,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10039,15005456,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10040,15003368,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10041,15006795,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10042,15000619,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10043,15000575,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10044,15002188,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10045,15004819,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10046,15000620,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10047,15006410,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10048,15008380,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10049,15004481,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10050,15001397,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10051,15006639,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10052,15000957,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10053,15007026,0,"Thank you, @WellsFargo for their Stadium Sponsorship Level at Gala4Goals 2019! #Gala4Goals https://t.co/YKCNYaARe5"
10054,15008062,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
10055,15005703,0,"RT @BleacherReport: Hamidou Diallo went sky high for the dunk of the night 

(@WellsFargo) https://t.co/lTztbPAnas"
